ID,word
2212,illness
2216,image
2222,immediately
2238,impossible
2257,included
2258,including
2263,increase
2265,incredible
2270,independent
2278,individual
2284,industry
2299,informal
2315,injury
2325,insect
2328,inside
2342,instead
2348,instruction
2349,instructor
2350,instrument
2364,intelligent
2386,international
2399,introduction
2402,invent
2403,invention
2411,invitation
2412,invite
2414,involve
2428,item
2430,itself
2433,jam
2435,jazz
2438,jewellery
2442,joke
2445,journalist
2453,jump
2468,kid
2471,kill
2475,king
2480,knee
2481,knife
2482,knock
2484,knowledge
2485,lab
2492,lady
2493,lake
2494,lamp
2503,laptop
2515,laughter
2517,law
2520,lawyer
2524,lazy
2525,lead
2526,leader
2536,learning
2537,least
2540,lecture
2552,lemon
2553,lend
2558,less
2564,level
2575,lifestyle
2577,lift
2582,likely
2592,link
2598,listener
2618,lock
2633,lorry
2636,lost
2639,loud
2640,loudly
2642,lovely
2643,low
2647,luck
2648,lucky
2663,mail
2670,major
2675,male
2678,manage
2680,manager
2686,manner
2697,mark
2704,marry
2714,material
2716,mathematics
2717,maths
2718,matter
2740,media
2741,medical
2743,medicine
2757,memory
2759,mention
2771,metal
2773,method
2776,middle
2779,might
2789,mind
2790,mine
2803,mirror
2809,missing
2816,mobile
2832,monkey
2839,moon
2848,mostly
2855,motorcycle
2862,movement
2875,musical
2876,musician
2880,myself
2889,narrow
2892,national
2897,nature
2902,nearly
2905,necessary
2907,neck
2917,neither
2919,nervous
2922,network
2945,noise
2946,noisy
2951,none
2957,normal
2958,normally
2968,notice
2972,novel
2977,nowhere
2984,nut
3010,ocean
3020,offer
3023,officer
3028,oil
3039,onto
3050,opportunity
3059,option
3065,ordinary
3068,organization
3070,organize
3075,original
3083,ourselves
3100,oven
3114,owner
3118,pack
3123,pain
3126,painter
3129,palace
3135,pants
3145,parking
3155,particular
3161,pass
3163,passenger
3177,patient
3180,pattern
3184,peace
3193,penny
3197,per
3198,per cent
3204,perform
3206,perhaps
3210,permission
3216,personality
3221,pet
3223,petrol
3235,physical
3237,physics
3239,pick
3245,pilot
3260,planet
3263,plastic
3264,plate
3265,platform
3272,pleased
3280,pocket
3292,polite
3297,pollution
3301,pop
3304,population
3311,position
3314,possession
3315,possibility
3320,poster
3330,power
3348,predict
3374,president
3385,prevent
3400,print
3401,printer
3405,prison
3411,prize
3422,process
3426,produce
3433,professional
3434,professor
3435,profile
3439,program
3442,progress
3448,promise
3453,pronounce
3470,protect
3479,provide
3488,pub
3489,public
3492,publish
3494,pull
3506,purpose
3509,push
3515,quality
3516,quantity
3518,queen
3527,quietly
3533,race
3545,railway
3547,raise
3559,rate
3560,rather
3566,reach
3567,react
3578,realize
3592,receive
3594,recent
3595,recently
3596,reception
3598,recipe
3602,recognize
3603,recommend
3606,record
3607,recording
3613,recycle
3615,reduce
3617,refer
3627,refuse
3632,region
3637,regular
3651,relationship
3681,remove
3687,repair
3690,replace
3692,reply
3695,reporter
3704,request
3708,research
3709,researcher
3729,respond
3730,response
3733,rest
3755,review
3772,ring
3775,rise
3786,rock
3789,role
3793,roof
3802,round
3803,route
3809,rubbish
3810,rude
3817,runner
3818,running
3825,sadly
3826,safe
3828,sail
3829,sailing
3834,salary
3835,sale
3847,sauce
3848,save
3855,scared
3856,scary
3859,scene
3861,schedule
3870,score
3873,screen
3881,search
3882,season
3883,seat
3886,secondly
3887,secret
3888,secretary
3898,seem
3913,sense
3919,separate
3924,series
3925,serious
3928,serve
3929,service
3940,several
3949,shake
3950,shall
3953,shape
3963,sheet
3970,ship
3988,shoulder
3989,shout
3994,shut
3998,side
4001,sign
4011,silver
4015,simple
4021,since
4025,singing
4026,single
4028,sir
4031,site
4037,size
4039,ski
4040,skiing
4043,skin
4047,sky
4063,slowly
4066,smartphone
4068,smell
4069,smile
4070,smoke
4071,smoking
4079,soap
4081,soccer
4082,social
4084,society
4085,sock
4086,soft
4090,soldier
4097,solution
4098,solve
4107,somewhere
4113,sort
4117,source
4127,speaker
4133,specific
4144,speech
4145,speed
4153,spider
4168,spoon
4178,square
4186,stage
4187,stair
4190,stamp
4200,state
4210,steal
4216,step
4226,stomach
4227,stone
4230,store
4231,storm
4233,straight
4237,strange
4240,strategy
4245,stress
4258,structure
4267,stupid
4285,succeed
4287,successful
4292,such
4295,suddenly
4302,suggest
4303,suggestion
4305,suit
4324,support
4327,suppose
4339,surprise
4340,surprised
4341,surprising
4346,survey
4361,sweet
4367,symbol
4374,system
4378,tablet
4393,target
4394,task
4395,taste
4402,teaching
4408,technology
4409,teenage
4415,temperature
4429,term
4462,themselves
4475,thick
4476,thief
4477,thin
4480,thinking
4489,thought
4503,throw
4509,tidy
4510,tie
4520,tip
4541,tool
4543,top
4549,touch
4551,tour
4552,tourism
4555,towards
4556,towel
4557,tower
4560,toy
4562,track
4566,tradition
4567,traditional
4574,trainer
4575,training
4590,transport
4595,traveller
4617,trouble
4620,truck
4640,twin
4644,typical
4660,underground
4664,understanding
4674,unfortunately
4675,unhappy
4676,uniform
4680,unit
4682,united
4695,unusual
4714,used to
4717,user
4718,usual
4728,valley
4731,van
4736,variety
4741,vehicle
4763,view
4774,virus
4784,voice
4801,war
4812,washing
4816,wave
4819,weak
4828,web
4830,wedding
4837,weight
4845,wet
4850,wheel
4859,while
4866,whole
4869,whose
4871,wide
4878,wild
4884,wind
4888,winner
4894,wish
4905,wood
4906,wooden
4912,working
4919,worried
4920,worry
4921,worse
4923,worst
4929,wow
4944,yet
4950,yours
4953,zero
