ID,word
1101,curve
1102,curved
1107,cute
1113,dairy
1122,dare
1124,darkness
1126,database
1132,deadline
1133,deadly
1135,dealer
1138,debate
1140,debt
1144,decent
1149,deck
1151,declare
1152,decline
1154,decoration
1155,decrease
1161,deeply
1163,defeat
1165,defence
1166,defend
1167,defender
1177,delay
1180,delete
1181,deliberate
1182,deliberately
1185,delight
1186,delighted
1188,delivery
1189,demand
1190,democracy
1191,democratic
1193,demonstrate
1194,demonstration
1200,deny
1201,depart
1206,dependent
1210,deposit
1211,depressed
1212,depressing
1213,depression
1215,depth
1217,derive
1223,deserve
1228,desire
1231,desperate
1232,desperately
1236,destruction
1239,detailed
1241,detect
1246,determination
1255,devote
1267,differ
1274,dig
1291,disability
1292,disabled
1295,disagreement
1297,disappoint
1300,disappointment
1303,disc
1306,discipline
1310,discourage
1320,dishonest
1321,disk
1323,dismiss
1325,disorder
1327,display
1335,distant
1336,distinct
1339,distinguish
1341,distract
1343,distribute
1344,distribution
1345,district
1346,disturb
1348,dive
1349,diverse
1350,diversity
1354,division
1355,divorce
1366,domestic
1368,dominant
1369,dominate
1371,donation
1375,dot
1381,downtown
1382,downwards
1383,dozen
1384,draft
1385,drag
1388,dramatic
1389,dramatically
1401,drought
1410,dull
1412,dump
1414,duration
1419,dynamic
1437,economics
1438,economist
1441,edit
1442,edition
1444,editorial
1455,efficient
1456,efficiently
1465,elbow
1466,elderly
1467,elect
1474,electronics
1475,elegant
1477,elementary
1482,eliminate
1485,elsewhere
1494,embrace
1495,emerge
1498,emission
1500,emotional
1501,emotionally
1502,emphasis
1503,emphasize
1504,empire
1512,enable
1515,encounter
1530,engage
1537,enhance
1539,enjoyable
1543,enquiry
1547,ensure
1551,entertaining
1553,enthusiasm
1555,enthusiastic
1556,entire
1557,entirely
1561,entrepreneur
1563,envelope
1572,equip
1574,equivalent
1575,era
1578,erupt
1585,essentially
1586,establish
1588,estate
1589,estimate
1591,ethic
1592,ethical
1593,ethnic
1596,evaluate
1597,evaluation
1610,evident
1611,evil
1613,evolution
1615,evolve
1620,examination
1623,exceed
1627,exception
1630,excessive
1635,exclude
1639,excuse
1642,executive
1645,exhibit
1649,existence
1650,exit
1651,exotic
1653,expansion
1655,expectation
1659,expense
1666,expertise
1673,exploit
1675,exploration
1680,expose
1681,exposure
1684,extend
1685,extension
1686,extensive
1687,extensively
1688,extent
1689,external
1691,extract
1692,extraordinary
1697,fabric
1698,fabulous
1701,facility
1709,failed
1710,failure
1714,faith
1715,fake
1718,fame
1725,fantasy
1727,fare
1740,fault
1746,feather
1749,federal
1750,fee
1752,feedback
1755,fellow
1760,fever
1779,finance
1782,finding
1788,firefighter
1789,firework
1790,firm
1791,firmly
1803,flame
1804,flash
1806,flavour
1813,flexible
1815,float
1828,folding
1832,fond
1834,fool
1839,forbid
1841,forecast
1848,forgive
1852,format
1853,formation
1854,former
1855,formerly
1860,fortunate
1862,fortune
1864,forum
1866,fossil
1868,found
1869,foundation
1870,founder
1874,fraction
1876,fragment
1878,framework
1881,fraud
1883,freedom
1884,freely
1886,frequency
1887,frequent
1908,fulfil
1910,full-time
1911,fully
1915,fund
1916,fundamental
1917,fundamentally
1918,funding
1923,furious
1926,furthermore
1928,gain
1933,gaming
1934,gang
1942,gay
1945,gender
1946,gene
1949,generate
1953,genetic
1954,genius
1956,genre
1959,genuine
1960,genuinely
1962,gesture
1967,gig
1976,globalization
1977,globe
1985,golden
1989,goodness
1991,gorgeous
1992,govern
1995,governor
1996,grab
1999,gradually
2002,grand
2006,grant
2007,graphic
2008,graphics
2015,greatly
2017,greenhouse
2025,grocery
2031,guarantee
2038,guideline
2047,habitat
2056,handle
2065,harbour
2069,harm
2070,harmful
2085,headquarters
2086,heal
2088,healthcare
2091,hearing
2095,heaven
2098,heel
2102,hell
2104,helmet
2107,hence
2109,herb
2115,hesitate
2118,hidden
2125,highway
2126,hilarious
2131,hip
2134,historian
2144,hollow
2145,holy
2148,homeless
2151,honesty
2152,honour
2153,hook
2156,hopefully
2171,household
2172,housing
2180,humorous
2181,humour
2183,hunger
2186,hunting
2192,hypothesis
2196,icon
2197,id
2200,identical
2213,illusion
2214,illustrate
2215,illustration
2219,imagination
2225,immigration
2227,immune
2229,impatient
2230,implement
2232,implication
2233,imply
2237,impose
2239,impress
2240,impressed
2251,incentive
2252,inch
2254,incident
2260,income
2261,incorporate
2262,incorrect
2264,increasingly
2269,independence
2271,index
2273,indication
2283,industrial
2286,inevitable
2287,inevitably
2291,infection
2292,infer
2293,inflation
2297,info
2298,inform
2301,infrastructure
2303,inhabitant
2305,inherit
2307,initial
2308,initially
2310,initiative
2317,ink
2319,inner
2321,innovation
2322,innovative
2323,input
2324,inquiry
2326,insert
2330,insight
2331,insist
2334,inspector
2336,inspire
2337,install
2338,installation
2339,instance
2340,instant
2341,instantly
2344,institute
2345,institution
2354,insurance
2358,integrate
2362,intellectual
2366,intended
2367,intense
2373,interact
2374,interaction
2385,internal
2388,interpret
2389,interpretation
2390,interrupt
2391,interval
2400,invade
2401,invasion
2406,investigation
2408,investment
2409,investor
2423,isolate
2424,isolated
2432,jail
2437,jet
2441,joint
2444,journalism
2447,joy
2449,judgement
2456,junior
2458,jury
2460,justice
2462,justify
2478,kit
2488,labour
2491,ladder
2496,landing
2499,landscape
2500,lane
2506,largely
2510,lately
2516,launch
2527,leadership
2530,leaflet
2531,league
2533,lean
2545,legend
2556,lens
2570,licence
2576,lifetime
2579,lighting
2583,likewise
2586,limitation
2587,limited
2601,literally
2602,literary
2604,litre
2605,litter
2608,lively
2611,load
2612,loan
2621,logical
2622,logo
2626,long-term
2631,loose
2632,lord
2638,lottery
2644,lower
2645,loyal
2650,lung
2652,lyric
2661,magnificent
2668,maintain
2671,majority
2673,make-up
2674,making
2687,manufacture
2688,manufacturing
2692,marathon
2694,margin
2698,marker
2705,martial
2707,mass
2709,massive
2710,master
2712,matching
2713,mate
2721,maximum
2724,mayor
2730,means
2734,measurement
2736,mechanic
2737,mechanical
2738,mechanism
2739,medal
2742,medication
2750,melt
2752,membership
2755,memorable
2772,metaphor
2784,military
2791,miner
2792,mineral
2795,minimum
2797,minister
2799,minor
2800,minority
2804,miserable
2810,mission
2813,mixed
2819,mode
2823,modest
2825,modify
2830,monitor
2834,monster
2836,monthly
2837,monument
2840,moral
2843,moreover
2845,mortgage
2846,mosque
2850,motion
2851,motivate
2852,motivation
2854,motor
2857,mount
2864,moving
2867,multiple
2868,multiply
2881,mysterious
2883,myth
2885,naked
2890,nasty
2899,navigation
2901,nearby
2903,neat
2906,necessity
2912,negotiate
2913,negotiation
2918,nerve
2923,neutral
2925,nevertheless
2927,newly
2936,nightmare
2956,norm
2966,notebook
2970,notion
2973,novelist
2976,nowadays
2980,numerous
2983,nursing
2985,nutrition
2987,obesity
2988,obey
2991,objective
2992,obligation
2994,observation
2995,observe
2996,observer
2999,obstacle
3000,obtain
3005,occasionally
3006,occupation
3007,occupy
3016,offence
3017,offend
3018,offender
3019,offensive
3035,ongoing
3041,opening
3042,openly
3043,opera
3044,operate
3047,operator
3049,opponent
3051,oppose
3052,opposed
3054,opposition
3058,optimistic
3063,orchestra
3066,organ
3067,organic
3074,origin
3079,otherwise
3086,outcome
3089,outer
3090,outfit
3093,outline
3095,output
3099,outstanding
3102,overall
3103,overcome
3106,overnight
3107,overseas
3112,owe
3115,ownership
3116,oxygen
3117,pace
3120,packet
3131,palm
3133,panel
3134,panic
3137,parade
3139,parallel
3146,parliament
3149,part-time
3152,participant
3154,participation
3157,partly
3159,partnership
3162,passage
3166,passionate
3169,password
3176,patience
3181,pause
3189,peer
3191,penalty
3194,pension
3199,perceive
3201,perception
3208,permanent
3209,permanently
3211,permit
3219,perspective
3224,phase
3225,phenomenon
3228,philosophy
3243,pile
3244,pill
3253,pitch
3254,pity
3256,placement
3257,plain
3285,pointed
3303,popularity
3307,portion
3310,pose
3313,possess
3324,potential
3325,potentially
3336,praise
3340,precede
3342,precious
3343,precise
3344,precisely
3349,predictable
3353,preference
3355,pregnant
3361,preparation
3366,presence
3371,preserve
3391,pride
3393,primarily
3395,prime
3398,principal
3399,principle
3403,prior
3404,priority
3407,privacy
3412,probability
3413,probable
3418,procedure
3419,proceed
3441,programming
3443,progressive
3444,prohibit
3449,promising
3451,promotion
3452,prompt
3455,proof
3460,proportion
3461,proposal
3462,propose
3467,prospect
3471,protection
3473,protein
3475,protester
3485,psychological
3486,psychologist
3487,psychology
3490,publication
3491,publicity
3493,publishing
3500,punk
3501,pupil
3502,purchase
3503,pure
3504,purely
3507,pursue
3508,pursuit
3511,puzzle
3522,questionnaire
3534,racial
3536,racism
3537,racist
3539,radiation
3544,rail
3549,random
3551,rank
3554,rapid
3555,rapidly
3558,rat
3561,rating
3564,raw
3575,realistic
3583,reasonable
3584,reasonably
3589,rebuild
3590,recall
3593,receiver
3597,recession
3600,reckon
3601,recognition
3609,recover
3610,recovery
3611,recruit
3612,recruitment
3616,reduction
3618,referee
3625,refugee
3629,regard
3633,regional
3634,register
3635,registration
3636,regret
3639,regulate
3640,regulation
3645,reinforce
3653,relatively
3659,relevant
3662,relief
3663,relieve
3664,relieved
3668,rely
3672,remark
3673,remarkable
3674,remarkably
3696,reporting
3699,representative
3703,reputation
3706,requirement
3707,rescue
3712,reserve
3715,resident
3718,resign
3720,resist
3722,resolution
3723,resolve
3724,resort
3736,restore
3738,restrict
3739,restriction
3742,retail
3743,retain
3746,retirement
3750,reveal
3753,revenue
3757,revision
3760,revolution
3762,reward
3764,rhythm
3767,rid
3769,ridiculous
3777,risky
3779,rival
3782,rob
3783,robbery
3787,rocket
3791,romance
3795,root
3797,rose
3801,roughly
3807,rub
3808,rubber
3812,ruin
3819,rural
3820,rush
3842,satellite
3843,satisfaction
3844,satisfied
3845,satisfy
3849,saving
3851,scale
3853,scandal
3854,scare
3858,scenario
3862,scheme
3863,scholar
3864,scholarship
3871,scratch
3872,scream
3874,screening
3890,sector
3892,secure
3896,seek
3897,seeker
3903,select
3904,selection
3906,self
3908,seminar
3911,senior
3915,sensitive
3922,sequence
3930,session
3934,settle
3936,settler
3941,severe
3942,severely
3946,sexy
3947,shade
3948,shadow
3951,shallow
3952,shame
3954,shaped
3966,shelter
3973,shock
3974,shocked
3975,shocking
3978,shooting
3981,shore
3983,short-term
3984,shortage
3985,shortly
3986,shot
3996,sibling
4003,signature
4004,significance
4005,significant
4006,significantly
4007,silence
4009,silk
4022,sincere
4042,skilled
4046,skull
4051,slave
4055,slide
4056,slight
4058,slip
4059,slogan
4060,slope
4077,so-called
4089,solar
4101,somehow
4104,sometime
4106,somewhat
4111,sophisticated
4114,soul
4124,spare
4129,specialist
4130,specialize
4132,species
4136,specify
4139,spectacular
4140,spectator
4142,speculate
4143,speculation
4151,spice
4154,spill
4158,spiritual
4159,spite
4160,split
4161,spoil
4163,spokesman
4164,spokesperson
4165,spokeswoman
4166,sponsor
4167,sponsorship
4170,sporting
4183,stable
4189,stall
4191,stance
4196,stare
4199,starve
4206,status
4208,steadily
4209,steady
4211,steam
4212,steel
4213,steep
4219,sticky
4220,stiff
4222,stimulate
4225,stock
4241,stream
4244,strengthen
4246,stretch
4247,strict
4248,strictly
4249,strike
4254,stroke
4259,struggle
4266,stunning
4271,submit
4274,subsequent
4275,subsequently
4283,suburb
4298,suffering
4299,sufficient
4300,sufficiently
4308,sum
4315,super
4335,surgeon
4336,surgery
4343,surround
4344,surrounding
4347,survival
4349,survivor
4350,suspect
4351,suspend
4356,sustainable
4357,swallow
4358,swear
4360,sweep
4369,sympathetic
4370,sympathy
4379,tackle
4382,tag
4385,tale
4390,tank
4391,tap
4404,tear
4407,technological
4411,teens
4416,temple
4417,temporarily
4418,temporary
4423,tendency
4426,tension
4430,terminal
4432,terms
4435,terribly
4437,terrify
4438,territory
4439,terror
4440,terrorism
4441,terrorist
4445,testing
4447,textbook
4457,theft
4467,therapist
4468,therapy
4473,thesis
4486,thorough
4487,thoroughly
4494,threat
4495,threaten
4504,thumb
4506,thus
4517,timing
4522,tissue
4535,ton
4536,tone
4539,tonne
4550,tough
4554,tournament
4561,trace
4565,trading
4569,tragedy
4570,tragic
4576,trait
4579,transfer
4580,transform
4583,transition
4587,transmit
4591,transportation
4592,trap
4596,treasure
4603,trial
4605,tribe
4609,trigger
4610,trillion
4614,troop
4616,tropical
4622,truly
4623,trust
4627,tsunami
4631,tune
4632,tunnel
4648,ultimate
4649,ultimately
4652,unacceptable
4653,uncertainty
4656,unconscious
4658,undergo
4665,undertake
4670,unexpected
4672,unfold
4673,unfortunate
4679,unique
4681,unite
4683,unity
4684,universal
4685,universe
4687,unknown
4703,upper
4706,upwards
4707,urban
4708,urge
4709,urgent
4711,usage
4716,useless
4726,valid
4734,variation
4738,vary
4739,vast
4744,venue
4751,vertical
4755,via
4761,victory
4765,viewpoint
4770,violence
4772,virtual
4775,visa
4776,visible
4777,vision
4780,visual
4781,vital
4782,vitamin
4785,volume
4786,voluntary
4789,voting
4793,wage
4799,wander
4806,warming
4821,weakness
4822,wealth
4823,wealthy
4835,weekly
4838,weird
4840,welfare
4849,wheat
4854,whereas
4856,wherever
4862,whisper
4865,whoever
4868,whom
4872,widely
4874,widespread
4879,wildlife
4881,willing
4891,wire
4892,wisdom
4893,wise
4897,withdraw
4901,witness
4911,workforce
4914,workplace
4915,workshop
4918,worm
4928,wound
4930,wrap
4931,wrist
4954,zone
